FeatureCode,DateCode,Measurement,Units,Value,DCLG Temporary Housing Types Concept Scheme
E07000035,2015 Q1,Households-Accommodated-By-LA,,9,All temporary housing types
E07000035,2011 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000035,2015 Q3,Households-Accommodated-By-LA,,11,All temporary housing types
E07000035,2011 Q4,Households-Accommodated-By-LA,,8,All temporary housing types
E07000035,2015 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000035,2013 Q3,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2017 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2016 Q4,Households-Accommodated-By-LA,,8,All temporary housing types
E07000035,2014 Q4,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2017 Q3,Households-Accommodated-By-LA,,7,All temporary housing types
E07000035,2016 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2016 Q2,Households-Accommodated-By-LA,,8,LA / HA stock
E07000035,2013 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000035,2018 Q1,Households-Accommodated-By-LA,,8,LA / HA stock
E07000035,2013 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2017 Q2,Households-Accommodated-By-LA,,10,All temporary housing types
E07000035,2016 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000035,2015 Q4,Households-Accommodated-By-LA,,15,All temporary housing types
E07000035,2012 Q1,Households-Accommodated-By-LA,,11,All temporary housing types
E07000035,2014 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000035,2016 Q3,Households-Accommodated-By-LA,,11,All temporary housing types
E07000035,2018 Q1,Households-Accommodated-By-LA,,9,All temporary housing types
E07000035,2017 Q2,Households-Accommodated-By-LA,,9,LA / HA stock
E07000035,2012 Q3,Households-Accommodated-By-LA,,10,All temporary housing types
E07000196,2011 Q3,Households-Accommodated-By-LA,,8,All temporary housing types
E07000196,2012 Q4,Households-Accommodated-By-LA,,5,All temporary housing types
E07000196,2014 Q1,Households-Accommodated-By-LA,,5,All temporary housing types
E07000196,2013 Q2,Households-Accommodated-By-LA,,5,All temporary housing types
E07000196,2011 Q2,Households-Accommodated-By-LA,,12,All temporary housing types
E07000196,2013 Q3,Households-Accommodated-By-LA,,5,All temporary housing types
E07000196,2014 Q2,Households-Accommodated-By-LA,,6,All temporary housing types
E06000051,2013 Q3,Households-Accommodated-By-LA,,39,LA / HA stock
E06000051,2017 Q4,Households-Accommodated-By-LA,,13,Hostels and womens refuge
E06000051,2016 Q4,Households-Accommodated-By-LA,,25,Bed and breakfast
E06000051,2015 Q2,Households-Accommodated-By-LA,,70,All temporary housing types
E06000051,2011 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000051,2015 Q4,Households-Accommodated-By-LA,,20,Bed and breakfast
E06000051,2013 Q4,Households-Accommodated-By-LA,,12,Bed and breakfast
E06000051,2016 Q2,Households-Accommodated-By-LA,,41,LA / HA stock
E06000051,2011 Q3,Households-Accommodated-By-LA,,14,Other (including private landlord)
E06000051,2017 Q1,Households-Accommodated-By-LA,,28,Bed and breakfast
E06000051,2011 Q2,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E06000051,2014 Q4,Households-Accommodated-By-LA,,13,Bed and breakfast
E06000051,2015 Q4,Households-Accommodated-By-LA,,80,All temporary housing types
E06000051,2014 Q2,Households-Accommodated-By-LA,,13,Bed and breakfast
E06000051,2013 Q2,Households-Accommodated-By-LA,,9,Bed and breakfast
E06000051,2015 Q3,Households-Accommodated-By-LA,,29,LA / HA stock
E06000051,2013 Q4,Households-Accommodated-By-LA,,23,LA / HA stock
E06000051,2011 Q4,Households-Accommodated-By-LA,,26,LA / HA stock
E06000051,2014 Q4,Households-Accommodated-By-LA,,65,All temporary housing types
E06000051,2015 Q2,Households-Accommodated-By-LA,,33,LA / HA stock
E06000051,2017 Q2,Households-Accommodated-By-LA,,110,All temporary housing types
E06000051,2011 Q3,Households-Accommodated-By-LA,,33,LA / HA stock
E06000051,2015 Q1,Households-Accommodated-By-LA,,79,All temporary housing types
E06000051,2013 Q4,Households-Accommodated-By-LA,,63,All temporary housing types
E06000051,2012 Q4,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E06000051,2013 Q1,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000051,2013 Q2,Households-Accommodated-By-LA,,30,LA / HA stock
E06000051,2016 Q2,Households-Accommodated-By-LA,,24,Bed and breakfast
E06000051,2016 Q3,Households-Accommodated-By-LA,,94,All temporary housing types
E06000051,2016 Q4,Households-Accommodated-By-LA,,91,All temporary housing types
E06000051,2014 Q3,Households-Accommodated-By-LA,,20,Bed and breakfast
E06000051,2012 Q3,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000051,2017 Q2,Households-Accommodated-By-LA,,55,LA / HA stock
E06000051,2012 Q3,Households-Accommodated-By-LA,,27,LA / HA stock
E06000051,2013 Q2,Households-Accommodated-By-LA,,13,Hostels and womens refuge
E06000051,2014 Q2,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E06000051,2017 Q2,Households-Accommodated-By-LA,,14,Private sector leased
E06000051,2012 Q2,Households-Accommodated-By-LA,,33,LA / HA stock
E06000051,2016 Q4,Households-Accommodated-By-LA,,40,LA / HA stock
E06000051,2016 Q1,Households-Accommodated-By-LA,,10,Hostels and womens refuge
E06000051,2018 Q1,Households-Accommodated-By-LA,,9,Private sector leased
E06000051,2012 Q4,Households-Accommodated-By-LA,,8,Other (including private landlord)
E06000051,2012 Q4,Households-Accommodated-By-LA,,29,LA / HA stock
E06000051,2014 Q3,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E06000051,2013 Q3,Households-Accommodated-By-LA,,60,All temporary housing types
E06000051,2012 Q1,Households-Accommodated-By-LA,,33,LA / HA stock
E06000051,2018 Q1,Households-Accommodated-By-LA,,131,All temporary housing types
E06000051,2013 Q3,Households-Accommodated-By-LA,,13,Hostels and womens refuge
E06000051,2015 Q3,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E06000051,2014 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000051,2015 Q3,Households-Accommodated-By-LA,,65,All temporary housing types
E06000051,2015 Q4,Households-Accommodated-By-LA,,37,LA / HA stock
E06000051,2012 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E06000051,2014 Q3,Households-Accommodated-By-LA,,71,All temporary housing types
E06000051,2017 Q3,Households-Accommodated-By-LA,,13,Private sector leased
E06000051,2017 Q1,Households-Accommodated-By-LA,,45,LA / HA stock
E06000051,2017 Q3,Households-Accommodated-By-LA,,30,Bed and breakfast
E06000051,2018 Q1,Households-Accommodated-By-LA,,55,LA / HA stock
E06000051,2016 Q1,Households-Accommodated-By-LA,,38,Bed and breakfast
E06000051,2017 Q1,Households-Accommodated-By-LA,,90,All temporary housing types
E06000051,2011 Q2,Households-Accommodated-By-LA,,31,LA / HA stock
E06000051,2015 Q3,Households-Accommodated-By-LA,,20,Bed and breakfast
E06000051,2011 Q4,Households-Accommodated-By-LA,,68,All temporary housing types
E06000051,2013 Q1,Households-Accommodated-By-LA,,9,Bed and breakfast
E06000051,2016 Q2,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E06000051,2017 Q4,Households-Accommodated-By-LA,,41,Bed and breakfast
E06000051,2012 Q1,Households-Accommodated-By-LA,,78,All temporary housing types
E06000051,2017 Q3,Households-Accommodated-By-LA,,103,All temporary housing types
E06000051,2013 Q4,Households-Accommodated-By-LA,,17,Hostels and womens refuge
E06000051,2013 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E06000051,2012 Q3,Households-Accommodated-By-LA,,64,All temporary housing types
E06000051,2016 Q1,Households-Accommodated-By-LA,,84,All temporary housing types
E06000051,2017 Q4,Households-Accommodated-By-LA,,60,LA / HA stock
E06000051,2011 Q2,Households-Accommodated-By-LA,,15,Other (including private landlord)
E06000051,2012 Q2,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E06000051,2016 Q3,Households-Accommodated-By-LA,,42,LA / HA stock
E06000051,2015 Q1,Households-Accommodated-By-LA,,26,Hostels and womens refuge
E06000051,2017 Q1,Households-Accommodated-By-LA,,13,Private sector leased
E06000051,2015 Q2,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000051,2014 Q2,Households-Accommodated-By-LA,,18,LA / HA stock
E06000051,2011 Q4,Households-Accommodated-By-LA,,17,Other (including private landlord)
E06000051,2014 Q3,Households-Accommodated-By-LA,,24,LA / HA stock
E06000051,2015 Q4,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E06000051,2014 Q4,Households-Accommodated-By-LA,,22,LA / HA stock
E06000051,2014 Q4,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E06000051,2015 Q1,Households-Accommodated-By-LA,,20,Bed and breakfast
E06000051,2016 Q3,Households-Accommodated-By-LA,,32,Bed and breakfast
E06000051,2011 Q2,Households-Accommodated-By-LA,,81,All temporary housing types
E06000051,2012 Q1,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E06000051,2015 Q1,Households-Accommodated-By-LA,,26,LA / HA stock
E06000051,2016 Q4,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E06000051,2014 Q1,Households-Accommodated-By-LA,,11,Bed and breakfast
E06000051,2011 Q3,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000051,2012 Q1,Households-Accommodated-By-LA,,13,Other (including private landlord)
E06000051,2017 Q3,Households-Accommodated-By-LA,,52,LA / HA stock
E06000051,2014 Q2,Households-Accommodated-By-LA,,61,All temporary housing types
E06000051,2017 Q4,Households-Accommodated-By-LA,,122,All temporary housing types
E06000051,2013 Q2,Households-Accommodated-By-LA,,59,All temporary housing types
E06000051,2014 Q1,Households-Accommodated-By-LA,,24,LA / HA stock
E06000051,2016 Q3,Households-Accommodated-By-LA,,11,Hostels and womens refuge
E06000051,2012 Q4,Households-Accommodated-By-LA,,58,All temporary housing types
E06000051,2012 Q2,Households-Accommodated-By-LA,,70,All temporary housing types
E06000051,2015 Q2,Households-Accommodated-By-LA,,17,Bed and breakfast
E06000051,2014 Q1,Households-Accommodated-By-LA,,62,All temporary housing types
E06000051,2018 Q1,Households-Accommodated-By-LA,,57,Bed and breakfast
E06000051,2016 Q2,Households-Accommodated-By-LA,,82,All temporary housing types
E06000051,2017 Q2,Households-Accommodated-By-LA,,34,Bed and breakfast
E06000051,2011 Q3,Households-Accommodated-By-LA,,77,All temporary housing types
E06000051,2013 Q1,Households-Accommodated-By-LA,,61,All temporary housing types
E06000051,2016 Q1,Households-Accommodated-By-LA,,35,LA / HA stock
E06000051,2012 Q2,Households-Accommodated-By-LA,,16,Bed and breakfast
E06000051,2013 Q1,Households-Accommodated-By-LA,,28,LA / HA stock
E07000195,2015 Q4,Households-Accommodated-By-LA,,6,All temporary housing types
E07000195,2016 Q2,Households-Accommodated-By-LA,,7,All temporary housing types
E07000195,2013 Q2,Households-Accommodated-By-LA,,5,All temporary housing types
E07000195,2015 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000195,2016 Q4,Households-Accommodated-By-LA,,5,All temporary housing types
E06000049,2011 Q2,Households-Accommodated-By-LA,,9,LA / HA stock
E06000049,2012 Q4,Households-Accommodated-By-LA,,6,LA / HA stock
E06000049,2012 Q1,Households-Accommodated-By-LA,,20,All temporary housing types
E06000049,2014 Q1,Households-Accommodated-By-LA,,11,Bed and breakfast
E06000049,2013 Q3,Households-Accommodated-By-LA,,20,All temporary housing types
E06000049,2011 Q4,Households-Accommodated-By-LA,,7,LA / HA stock
E06000049,2017 Q4,Households-Accommodated-By-LA,,7,Other (including private landlord)
E06000049,2014 Q4,Households-Accommodated-By-LA,,29,All temporary housing types
E06000049,2011 Q3,Households-Accommodated-By-LA,,24,All temporary housing types
E06000049,2017 Q1,Households-Accommodated-By-LA,,5,LA / HA stock
E06000049,2017 Q1,Households-Accommodated-By-LA,,24,All temporary housing types
E06000049,2016 Q4,Households-Accommodated-By-LA,,6,LA / HA stock
E06000049,2012 Q1,Households-Accommodated-By-LA,,7,Bed and breakfast
E06000049,2014 Q4,Households-Accommodated-By-LA,,9,Hostels and womens refuge
E06000049,2012 Q2,Households-Accommodated-By-LA,,27,All temporary housing types
E06000049,2016 Q2,Households-Accommodated-By-LA,,17,All temporary housing types
E06000049,2012 Q2,Households-Accommodated-By-LA,,8,LA / HA stock
E06000049,2016 Q4,Households-Accommodated-By-LA,,9,Hostels and womens refuge
E06000049,2017 Q3,Households-Accommodated-By-LA,,22,All temporary housing types
E06000049,2012 Q2,Households-Accommodated-By-LA,,9,Hostels and womens refuge
E06000049,2018 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000049,2012 Q3,Households-Accommodated-By-LA,,10,Hostels and womens refuge
E06000049,2017 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E06000049,2013 Q2,Households-Accommodated-By-LA,,7,LA / HA stock
E06000049,2015 Q3,Households-Accommodated-By-LA,,24,All temporary housing types
E06000049,2012 Q4,Households-Accommodated-By-LA,,15,All temporary housing types
E06000049,2014 Q2,Households-Accommodated-By-LA,,6,Other (including private landlord)
E06000049,2012 Q3,Households-Accommodated-By-LA,,25,All temporary housing types
E06000049,2017 Q3,Households-Accommodated-By-LA,,10,Hostels and womens refuge
E06000049,2014 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E06000049,2015 Q4,Households-Accommodated-By-LA,,7,Hostels and womens refuge
E06000049,2013 Q2,Households-Accommodated-By-LA,,21,All temporary housing types
E06000049,2014 Q4,Households-Accommodated-By-LA,,7,Other (including private landlord)
E06000049,2015 Q4,Households-Accommodated-By-LA,,25,All temporary housing types
E06000049,2015 Q1,Households-Accommodated-By-LA,,9,Hostels and womens refuge
E06000049,2012 Q4,Households-Accommodated-By-LA,,7,Hostels and womens refuge
E06000049,2012 Q2,Households-Accommodated-By-LA,,10,Bed and breakfast
E06000049,2018 Q1,Households-Accommodated-By-LA,,5,Other (including private landlord)
E06000049,2017 Q2,Households-Accommodated-By-LA,,18,All temporary housing types
E06000049,2015 Q1,Households-Accommodated-By-LA,,32,All temporary housing types
E06000049,2017 Q4,Households-Accommodated-By-LA,,28,All temporary housing types
E06000049,2015 Q2,Households-Accommodated-By-LA,,25,All temporary housing types
E06000049,2011 Q2,Households-Accommodated-By-LA,,11,Bed and breakfast
E06000049,2014 Q1,Households-Accommodated-By-LA,,11,LA / HA stock
E06000049,2014 Q2,Households-Accommodated-By-LA,,26,All temporary housing types
E06000049,2012 Q3,Households-Accommodated-By-LA,,9,LA / HA stock
E06000049,2017 Q4,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E06000049,2011 Q4,Households-Accommodated-By-LA,,19,All temporary housing types
E06000049,2015 Q1,Households-Accommodated-By-LA,,8,Other (including private landlord)
E06000049,2011 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E06000049,2013 Q1,Households-Accommodated-By-LA,,10,Hostels and womens refuge
E06000049,2016 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E06000049,2014 Q1,Households-Accommodated-By-LA,,35,All temporary housing types
E06000049,2016 Q4,Households-Accommodated-By-LA,,22,All temporary housing types
E06000049,2018 Q1,Households-Accommodated-By-LA,,28,All temporary housing types
E06000049,2014 Q3,Households-Accommodated-By-LA,,11,Bed and breakfast
E06000049,2011 Q2,Households-Accommodated-By-LA,,22,All temporary housing types
E06000049,2011 Q4,Households-Accommodated-By-LA,,7,Hostels and womens refuge
E06000049,2015 Q2,Households-Accommodated-By-LA,,6,Other (including private landlord)
E06000049,2016 Q1,Households-Accommodated-By-LA,,17,All temporary housing types
E06000049,2016 Q3,Households-Accommodated-By-LA,,12,Hostels and womens refuge
E06000049,2015 Q3,Households-Accommodated-By-LA,,7,Other (including private landlord)
E06000049,2016 Q1,Households-Accommodated-By-LA,,7,Hostels and womens refuge
E06000049,2014 Q2,Households-Accommodated-By-LA,,9,Hostels and womens refuge
E06000049,2014 Q4,Households-Accommodated-By-LA,,7,Bed and breakfast
E06000049,2016 Q2,Households-Accommodated-By-LA,,7,Hostels and womens refuge
E06000049,2015 Q2,Households-Accommodated-By-LA,,6,LA / HA stock
E06000049,2017 Q1,Households-Accommodated-By-LA,,5,Other (including private landlord)
E06000049,2017 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E06000049,2011 Q3,Households-Accommodated-By-LA,,9,Bed and breakfast
E06000049,2015 Q3,Households-Accommodated-By-LA,,8,Hostels and womens refuge
E06000049,2011 Q3,Households-Accommodated-By-LA,,11,Hostels and womens refuge
E06000049,2017 Q3,Households-Accommodated-By-LA,,5,Other (including private landlord)
E06000049,2014 Q2,Households-Accommodated-By-LA,,7,Bed and breakfast
E06000049,2013 Q3,Households-Accommodated-By-LA,,10,LA / HA stock
E06000049,2013 Q2,Households-Accommodated-By-LA,,8,Hostels and womens refuge
E06000049,2013 Q4,Households-Accommodated-By-LA,,16,All temporary housing types
