,,All HRPs,White: Total,White: Scottish	,White: Other British	,White: Irish	,White: Other (1)	,Mixed or multiple ethnic groups	,Asian Asian Scottish or Asian British	,African,Caribbean or Black,Other ethnic groups
S01006562,One person household,125,121,109,8,1,3,1,2,1,0,0
S01006562,One family household: Total,200,189,163,19,1,6,1,5,3,1,1
S01006562,One family household: All aged 65 and over,41,40,34,5,1,0,0,1,0,0,0
S01006562,One family household: Couple family,135,126,109,13,0,4,1,3,3,1,1
S01006562,One family household: Lone parent,24,23,20,1,0,2,0,1,0,0,0
S01006562,Other household types,9,6,6,0,0,0,0,3,0,0,0
S01006563,All households,366,325,269,36,2,18,3,30,5,2,1
S01006563,One person household,120,111,102,6,0,3,3,2,3,1,0
S01006563,One family household: Total,218,195,155,26,2,12,0,19,2,1,1
S01006563,One family household: All aged 65 and over,39,39,35,4,0,0,0,0,0,0,0
S01006563,One family household: Couple family,157,134,101,19,2,12,0,19,2,1,1
S01006563,One family household: Lone parent,22,22,19,3,0,0,0,0,0,0,0
S01006563,Other household types,28,19,12,4,0,3,0,9,0,0,0
S01006564,All households,578,529,428,40,11,50,2,34,4,3,6
S01006564,One person household,307,289,247,21,6,15,2,8,3,2,3
S01006564,One family household: Total,196,174,136,16,2,20,0,17,1,1,3
S01006564,One family household: All aged 65 and over,16,16,16,0,0,0,0,0,0,0,0
S01006564,One family household: Couple family,126,109,79,13,0,17,0,12,1,1,3
S01006564,One family household: Lone parent,54,49,41,3,2,3,0,5,0,0,0
S01006564,Other household types,75,66,45,3,3,15,0,9,0,0,0
S01006565,All households,565,493,376,53,7,57,3,42,17,0,10
S01006565,One person household,340,305,253,28,2,22,0,21,7,0,7
S01006565,One family household: Total,145,122,80,18,3,21,3,13,5,0,2
S01006565,One family household: All aged 65 and over,6,6,5,1,0,0,0,0,0,0,0
S01006565,One family household: Couple family,124,103,65,14,3,21,3,11,5,0,2
S01006565,One family household: Lone parent,15,13,10,3,0,0,0,2,0,0,0
S01006565,Other household types,80,66,43,7,2,14,0,8,5,0,1
S01006566,All households,437,401,294,57,14,36,8,22,3,1,2
S01006566,One person household,215,201,157,21,7,16,5,6,2,1,0
S01006566,One family household: Total,171,157,108,29,4,16,1,10,1,0,2
S01006566,One family household: All aged 65 and over,11,11,11,0,0,0,0,0,0,0,0
S01006566,One family household: Couple family,139,126,81,29,4,12,1,9,1,0,2
S01006566,One family household: Lone parent,21,20,16,0,0,4,0,1,0,0,0
S01006566,Other household types,51,43,29,7,3,4,2,6,0,0,0
S01006567,All households,552,509,390,60,13,46,3,24,11,1,4
S01006567,One person household,337,320,270,28,3,19,3,8,5,1,0
S01006567,One family household: Total,146,129,95,18,4,12,0,12,2,0,3
S01006567,One family household: All aged 65 and over,10,10,9,0,1,0,0,0,0,0,0
S01006567,One family household: Couple family,114,98,68,17,3,10,0,11,2,0,3
S01006567,One family household: Lone parent,22,21,18,1,0,2,0,1,0,0,0
S01006567,Other household types,69,60,25,14,6,15,0,4,4,0,1
S01006568,All households,575,515,383,59,8,65,4,39,11,3,3
S01006568,One person household,306,282,224,31,5,22,3,10,7,3,1
S01006568,One family household: Total,196,172,118,20,3,31,1,20,3,0,0
S01006568,One family household: All aged 65 and over,3,3,3,0,0,0,0,0,0,0,0
S01006568,One family household: Couple family,185,161,110,18,3,30,1,20,3,0,0
S01006568,One family household: Lone parent,8,8,5,2,0,1,0,0,0,0,0
S01006568,Other household types,73,61,41,8,0,12,0,9,1,0,2
S01006569,All households,311,276,190,36,7,43,3,15,10,0,7
S01006569,One person household,154,137,95,21,4,17,3,4,5,0,5
S01006569,One family household: Total,130,114,86,13,2,13,0,11,4,0,1
S01006569,One family household: All aged 65 and over,11,11,11,0,0,0,0,0,0,0,0
S01006569,One family household: Couple family,107,92,64,13,2,13,0,11,3,0,1
S01006569,One family household: Lone parent,12,11,11,0,0,0,0,0,1,0,0
S01006569,Other household types,27,25,9,2,1,13,0,0,1,0,1
S01006570,All households,371,339,257,46,4,32,1,20,11,0,0
S01006570,One person household,139,132,105,16,0,11,0,3,4,0,0
S01006570,One family household: Total,199,180,133,25,3,19,1,13,5,0,0
S01006570,One family household: All aged 65 and over,22,22,20,1,1,0,0,0,0,0,0
S01006570,One family household: Couple family,159,142,99,23,2,18,0,13,4,0,0
S01006570,One family household: Lone parent,18,16,14,1,0,1,1,0,1,0,0
S01006570,Other household types,33,27,19,5,1,2,0,4,2,0,0
S01006571,All households,427,404,297,69,5,33,1,13,5,4,0
S01006571,One person household,160,147,112,26,2,7,1,7,3,2,0
S01006571,One family household: Total,235,227,159,40,3,25,0,5,1,2,0
S01006571,One family household: All aged 65 and over,21,21,18,3,0,0,0,0,0,0,0
S01006571,One family household: Couple family,196,189,127,35,3,24,0,5,1,1,0
S01006571,One family household: Lone parent,18,17,14,2,0,1,0,0,0,1,0
S01006571,Other household types,32,30,26,3,0,1,0,1,1,0,0
S01006572,All households,374,359,267,63,1,28,1,8,4,1,1
S01006572,One person household,107,103,78,19,1,5,1,3,0,0,0
S01006572,One family household: Total,257,246,181,42,0,23,0,5,4,1,1
S01006572,One family household: All aged 65 and over,42,41,37,4,0,0,0,0,1,0,0
S01006572,One family household: Couple family,197,187,132,33,0,22,0,5,3,1,1
S01006572,One family household: Lone parent,18,18,12,5,0,1,0,0,0,0,0
S01006572,Other household types,10,10,8,2,0,0,0,0,0,0,0
S01006573,All households,290,281,196,50,3,32,1,3,2,1,2
S01006573,One person household,79,76,57,12,0,7,0,1,0,1,1
S01006573,One family household: Total,197,192,132,37,3,20,1,2,1,0,1
S01006573,One family household: All aged 65 and over,14,13,10,2,0,1,0,0,1,0,0
S01006573,One family household: Couple family,165,161,109,32,2,18,1,2,0,0,1
S01006573,One family household: Lone parent,18,18,13,3,1,1,0,0,0,0,0
S01006573,Other household types,14,13,7,1,0,5,0,0,1,0,0
S01006574,All households,427,409,289,62,9,49,2,8,3,0,5
S01006574,One person household,144,143,99,20,4,20,0,1,0,0,0
S01006574,One family household: Total,264,248,176,42,5,25,2,7,2,0,5
S01006574,One family household: All aged 65 and over,25,24,23,1,0,0,0,1,0,0,0
S01006574,One family household: Couple family,214,200,131,39,5,25,2,5,2,0,5
S01006574,One family household: Lone parent,25,24,22,2,0,0,0,1,0,0,0
S01006574,Other household types,19,18,14,0,0,4,0,0,1,0,0
S01006575,All households,399,379,291,48,2,38,3,12,4,0,1
S01006575,One person household,121,116,103,9,0,4,2,3,0,0,0
S01006575,One family household: Total,243,233,166,36,1,30,0,7,2,0,1
S01006575,One family household: All aged 65 and over,26,26,26,0,0,0,0,0,0,0,0
S01006575,One family household: Couple family,191,184,119,35,0,30,0,6,0,0,1
S01006575,One family household: Lone parent,26,23,21,1,1,0,0,1,2,0,0
S01006575,Other household types,35,30,22,3,1,4,1,2,2,0,0
S01006576,All households,325,304,228,38,9,29,1,11,5,1,3
S01006576,One person household,117,112,89,13,1,9,0,3,2,0,0
S01006576,One family household: Total,184,171,128,23,7,13,1,7,2,1,2
S01006576,One family household: All aged 65 and over,20,20,18,2,0,0,0,0,0,0,0
S01006576,One family household: Couple family,149,136,100,18,5,13,1,7,2,1,2
S01006576,One family household: Lone parent,15,15,10,3,2,0,0,0,0,0,0
S01006576,Other household types,24,21,11,2,1,7,0,1,1,0,1
S01006577,All households,430,404,288,65,7,44,1,20,0,1,4
S01006577,One person household,211,202,156,25,3,18,0,6,0,0,3
S01006577,One family household: Total,190,174,113,36,2,23,1,13,0,1,1
S01006577,One family household: All aged 65 and over,12,11,10,1,0,0,0,1,0,0,0
S01006577,One family household: Couple family,167,152,96,34,2,20,1,12,0,1,1
S01006577,One family household: Lone parent,11,11,7,1,0,3,0,0,0,0,0
S01006577,Other household types,29,28,19,4,2,3,0,1,0,0,0
S01006578,All households,633,578,428,75,9,66,4,32,11,4,4
S01006578,One person household,346,329,259,45,4,21,2,9,2,3,1
S01006578,One family household: Total,207,179,121,22,2,34,1,18,6,1,2
S01006578,One family household: All aged 65 and over,7,7,7,0,0,0,0,0,0,0,0
S01006578,One family household: Couple family,182,156,101,20,2,33,1,18,5,1,1
S01006578,One family household: Lone parent,18,16,13,2,0,1,0,0,1,0,1
S01006578,Other household types,80,70,48,8,3,11,1,5,3,0,1
S01006579,All households,640,540,408,55,8,69,3,58,31,4,4
S01006579,One person household,394,339,272,31,4,32,3,27,19,4,2
S01006579,One family household: Total,173,136,95,16,1,24,0,28,7,0,2
S01006579,One family household: All aged 65 and over,8,8,7,1,0,0,0,0,0,0,0
S01006579,One family household: Couple family,152,115,76,14,1,24,0,28,7,0,2
S01006579,One family household: Lone parent,13,13,12,1,0,0,0,0,0,0,0
S01006579,Other household types,73,65,41,8,3,13,0,3,5,0,0
S01006580,All households,422,386,282,55,11,38,3,18,5,3,7
S01006580,One person household,238,216,172,29,2,13,3,9,4,2,4
S01006580,One family household: Total,156,144,94,25,6,19,0,8,1,1,2
S01006580,One family household: All aged 65 and over,8,8,7,1,0,0,0,0,0,0,0
S01006580,One family household: Couple family,134,123,78,23,6,16,0,8,1,0,2
S01006580,One family household: Lone parent,14,13,9,1,0,3,0,0,0,1,0
S01006580,Other household types,28,26,16,1,3,6,0,1,0,0,1
S01006581,All households,402,387,321,36,3,27,2,8,4,1,0
S01006581,One person household,141,133,120,7,1,5,2,2,4,0,0
S01006581,One family household: Total,247,241,190,28,2,21,0,5,0,1,0
S01006581,One family household: All aged 65 and over,32,32,29,2,0,1,0,0,0,0,0
S01006581,One family household: Couple family,204,199,154,23,2,20,0,4,0,1,0
S01006581,One family household: Lone parent,11,10,7,3,0,0,0,1,0,0,0
S01006581,Other household types,14,13,11,1,0,1,0,1,0,0,0
S01006582,All households,466,384,279,53,13,39,3,38,32,2,7
S01006582,One person household,228,207,160,29,3,15,3,7,3,2,6
S01006582,One family household: Total,133,106,67,16,6,17,0,22,4,0,1
S01006582,One family household: All aged 65 and over,2,1,1,0,0,0,0,1,0,0,0
S01006582,One family household: Couple family,113,90,53,14,6,17,0,19,3,0,1
S01006582,One family household: Lone parent,18,15,13,2,0,0,0,2,1,0,0
S01006582,Other household types,105,71,52,8,4,7,0,9,25,0,0
S01006583,All households,404,348,261,41,16,30,3,29,19,3,2
S01006583,One person household,193,170,139,20,2,9,3,10,6,3,1
S01006583,One family household: Total,97,79,53,9,4,13,0,9,8,0,1
S01006583,One family household: All aged 65 and over,3,3,3,0,0,0,0,0,0,0,0
S01006583,One family household: Couple family,82,65,44,7,4,10,0,8,8,0,1
S01006583,One family household: Lone parent,12,11,6,2,0,3,0,1,0,0,0
S01006583,Other household types,114,99,69,12,10,8,0,10,5,0,0
S01006584,All households,354,317,229,46,9,33,3,19,10,3,2
S01006584,One person household,176,162,127,19,2,14,1,7,3,1,2
S01006584,One family household: Total,115,98,61,18,4,15,0,11,5,1,0
S01006584,One family household: All aged 65 and over,3,3,2,1,0,0,0,0,0,0,0
S01006584,One family household: Couple family,97,81,51,12,4,14,0,10,5,1,0
S01006584,One family household: Lone parent,15,14,8,5,0,1,0,1,0,0,0
S01006584,Other household types,63,57,41,9,3,4,2,1,2,1,0
S01006585,All households,465,424,335,46,7,36,0,32,4,1,4
S01006585,One person household,228,216,174,25,2,15,0,11,1,0,0
S01006585,One family household: Total,149,138,113,14,2,9,0,10,0,0,1
S01006585,One family household: All aged 65 and over,16,16,15,1,0,0,0,0,0,0,0
S01006585,One family household: Couple family,97,87,66,10,2,9,0,9,0,0,1
S01006585,One family household: Lone parent,36,35,32,3,0,0,0,1,0,0,0
S01006585,Other household types,88,70,48,7,3,12,0,11,3,1,3
S01006586,All households,650,584,430,71,21,62,4,41,12,1,8
S01006586,One person household,371,352,280,41,3,28,0,13,2,1,3
S01006586,One family household: Total,162,138,98,14,6,20,2,15,4,0,3
S01006586,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01006586,One family household: Couple family,122,99,66,11,5,17,2,15,4,0,2
S01006586,One family household: Lone parent,21,20,13,3,1,3,0,0,0,0,1
S01006586,Other household types,117,94,52,16,12,14,2,13,6,0,2
S01006587,All households,318,273,187,38,6,42,3,20,19,2,1
S01006587,One person household,171,154,115,21,1,17,1,6,8,2,0
S01006587,One family household: Total,89,73,50,9,0,14,1,11,3,0,1
S01006587,One family household: All aged 65 and over,1,1,1,0,0,0,0,0,0,0,0
S01006587,One family household: Couple family,79,64,44,8,0,12,1,11,2,0,1
S01006587,One family household: Lone parent,9,8,5,1,0,2,0,0,1,0,0
S01006587,Other household types,58,46,22,8,5,11,1,3,8,0,0
S01006588,All households,338,256,191,25,3,37,5,21,43,7,6
S01006588,One person household,167,125,100,12,0,13,1,14,18,6,3
S01006588,One family household: Total,84,65,49,8,1,7,1,2,15,0,1
S01006588,One family household: All aged 65 and over,0,0,0,0,0,0,0,0,0,0,0
S01006588,One family household: Couple family,76,57,42,8,1,6,1,2,15,0,1
S01006588,One family household: Lone parent,8,8,7,0,0,1,0,0,0,0,0
S01006588,Other household types,87,66,42,5,2,17,3,5,10,1,2
S01006589,All households,367,325,221,35,8,61,3,17,19,1,2
S01006589,One person household,144,132,100,16,2,14,1,5,5,1,0
S01006589,One family household: Total,111,99,67,10,1,21,1,3,6,0,2
S01006589,One family household: All aged 65 and over,2,2,2,0,0,0,0,0,0,0,0
S01006589,One family household: Couple family,87,77,50,8,1,18,1,2,5,0,2
S01006589,One family household: Lone parent,22,20,15,2,0,3,0,1,1,0,0
S01006589,Other household types,112,94,54,9,5,26,1,9,8,0,0
S01006590,All households,379,337,225,39,13,60,6,22,9,0,5
S01006590,One person household,208,193,139,21,4,29,3,10,1,0,1
S01006590,One family household: Total,116,98,57,17,3,21,2,8,4,0,4
S01006590,One family household: All aged 65 and over,3,3,2,0,0,1,0,0,0,0,0
S01006590,One family household: Couple family,101,84,46,16,3,19,2,8,3,0,4
S01006590,One family household: Lone parent,12,11,9,1,0,1,0,0,1,0,0
S01006590,Other household types,55,46,29,1,6,10,1,4,4,0,0
S01006591,All households,367,320,229,46,10,35,4,19,16,3,5
S01006591,One person household,152,136,104,17,2,13,0,4,9,0,3
S01006591,One family household: Total,147,124,86,23,5,10,4,12,3,3,1
S01006591,One family household: All aged 65 and over,0,0,0,0,0,0,0,0,0,0,0
S01006591,One family household: Couple family,122,99,63,21,5,10,4,12,3,3,1
S01006591,One family household: Lone parent,25,25,23,2,0,0,0,0,0,0,0
S01006591,Other household types,68,60,39,6,3,12,0,3,4,0,1
S01006592,All households,374,330,243,61,6,20,2,15,20,1,6
S01006592,One person household,165,152,111,27,4,10,1,7,5,0,0
S01006592,One family household: Total,153,131,96,26,1,8,1,6,10,0,5
S01006592,One family household: All aged 65 and over,6,6,5,1,0,0,0,0,0,0,0
S01006592,One family household: Couple family,138,116,86,21,1,8,1,6,10,0,5
S01006592,One family household: Lone parent,9,9,5,4,0,0,0,0,0,0,0
S01006592,Other household types,56,47,36,8,1,2,0,2,5,1,1
S01006593,All households,411,368,281,45,15,27,2,16,12,3,10
S01006593,One person household,188,174,138,18,10,8,0,4,2,3,5
S01006593,One family household: Total,161,143,100,23,5,15,2,7,5,0,4
S01006593,One family household: All aged 65 and over,4,4,4,0,0,0,0,0,0,0,0
S01006593,One family household: Couple family,142,125,84,22,5,14,2,6,5,0,4
S01006593,One family household: Lone parent,15,14,12,1,0,1,0,1,0,0,0
S01006593,Other household types,62,51,43,4,0,4,0,5,5,0,1
S01006594,All households,345,317,279,19,4,15,0,15,9,1,3
S01006594,One person household,199,189,174,7,2,6,0,3,4,1,2
S01006594,One family household: Total,111,101,85,9,1,6,0,5,4,0,1
S01006594,One family household: All aged 65 and over,17,17,17,0,0,0,0,0,0,0,0
S01006594,One family household: Couple family,83,74,60,7,1,6,0,5,3,0,1
S01006594,One family household: Lone parent,11,10,8,2,0,0,0,0,1,0,0
S01006594,Other household types,35,27,20,3,1,3,0,7,1,0,0
S01006595,All households,555,499,382,67,8,42,4,25,14,6,7
S01006595,One person household,293,271,212,38,2,19,1,8,5,3,5
S01006595,One family household: Total,202,173,130,20,3,20,2,17,6,2,2
S01006595,One family household: All aged 65 and over,6,6,5,0,0,1,0,0,0,0,0
S01006595,One family household: Couple family,167,141,101,19,3,18,1,16,5,2,2
S01006595,One family household: Lone parent,29,26,24,1,0,1,1,1,1,0,0
S01006595,Other household types,60,55,40,9,3,3,1,0,3,1,0
S01006596,All households,359,332,218,65,8,41,7,7,6,4,3
S01006596,One person household,155,146,107,25,1,13,2,2,1,2,2
S01006596,One family household: Total,170,153,90,35,5,23,5,5,4,2,1
S01006596,One family household: All aged 65 and over,7,7,6,0,0,1,0,0,0,0,0
S01006596,One family household: Couple family,152,136,79,32,5,20,5,5,4,1,1
S01006596,One family household: Lone parent,11,10,5,3,0,2,0,0,0,1,0
S01006596,Other household types,34,33,21,5,2,5,0,0,1,0,0
S01006597,All households,352,318,242,44,5,27,5,13,12,1,3
S01006597,One person household,218,194,160,22,2,10,5,6,10,1,2
S01006597,One family household: Total,95,89,57,16,3,13,0,4,1,0,1
S01006597,One family household: All aged 65 and over,3,3,3,0,0,0,0,0,0,0,0
S01006597,One family household: Couple family,86,80,49,16,3,12,0,4,1,0,1
S01006597,One family household: Lone parent,6,6,5,0,0,1,0,0,0,0,0
S01006597,Other household types,39,35,25,6,0,4,0,3,1,0,0
S01006598,All households,435,412,304,64,8,36,2,9,5,1,6
S01006598,One person household,136,130,95,24,3,8,0,3,1,0,2
S01006598,One family household: Total,269,255,193,34,5,23,2,5,4,1,2
S01006598,One family household: All aged 65 and over,31,31,31,0,0,0,0,0,0,0,0
S01006598,One family household: Couple family,228,214,154,33,4,23,2,5,4,1,2
S01006598,One family household: Lone parent,10,10,8,1,1,0,0,0,0,0,0
S01006598,Other household types,30,27,16,6,0,5,0,1,0,0,2
S01006599,All households,499,461,390,40,8,23,4,15,19,0,0
S01006599,One person household,269,254,226,21,5,2,3,3,9,0,0
S01006599,One family household: Total,178,164,133,14,2,15,1,9,4,0,0
S01006599,One family household: All aged 65 and over,22,22,21,1,0,0,0,0,0,0,0
S01006599,One family household: Couple family,124,111,85,10,2,14,1,9,3,0,0
S01006599,One family household: Lone parent,32,31,27,3,0,1,0,0,1,0,0
S01006599,Other household types,52,43,31,5,1,6,0,3,6,0,0
S01006600,All households,587,551,446,63,5,37,3,14,17,1,1
S01006600,One person household,296,276,228,35,2,11,2,6,11,1,0
S01006600,One family household: Total,246,237,189,23,0,25,1,4,3,0,1
S01006600,One family household: All aged 65 and over,39,39,39,0,0,0,0,0,0,0,0
S01006600,One family household: Couple family,185,176,133,21,0,22,1,4,3,0,1
S01006600,One family household: Lone parent,22,22,17,2,0,3,0,0,0,0,0
S01006600,Other household types,45,38,29,5,3,1,0,4,3,0,0
S01006601,All households,572,538,457,41,6,34,1,14,10,3,6
S01006601,One person household,296,284,250,22,1,11,0,5,2,3,2
S01006601,One family household: Total,233,218,184,16,2,16,0,5,6,0,4
S01006601,One family household: All aged 65 and over,23,23,21,1,1,0,0,0,0,0,0
S01006601,One family household: Couple family,183,169,140,13,1,15,0,5,6,0,3
S01006601,One family household: Lone parent,27,26,23,2,0,1,0,0,0,0,1
