time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Episodes_with_assessment_factor,Alcohol_Misuse_child,Alcohol_Misuse_parent,Alcohol_Misuse_person,Drug_Misuse_child,Drug_Misuse_parent,Drug_Misuse_person,Domestic_Violence_child,Domestic_Violence_parent,Domestic_Violence_person,Mental_Health_child,Mental_Health_parent,Mental_Health_person,Learning_Disability_child,Learning_Disability_parent,Learning_Disability_person,Physical_Disability_child,Physical_Disability_parent,Physical_Disability_person,Young_Carer,Privately_fostered,Unaccompanied_asylum_seeker,Going_missing,Child_sexual_exploitation,Trafficking,Gangs,Socially_unacceptable_behaviour,Self_harm,Neglect,Emotional_Abuse,Physical_Abuse,Sexual_Abuse,Female_Genital_Mutilation,Faith_linked_abuse,Other
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Factors identified at the end of assessment,2562,11,224,11,34,246,21,79,792,45,71,427,24,109,53,19,50,39,6,26,c,c,29,60,c,39,158,57,375,230,120,59,0,0,578
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Factors identified at the end of assessment,4742,102,692,129,166,636,158,677,1406,390,305,1115,166,284,126,42,156,130,32,35,12,14,116,165,9,11,287,118,1045,982,739,495,c,10,2436
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford Borough,Factors identified at the end of assessment,1476,11,122,10,63,136,13,175,508,26,88,224,11,139,38,7,98,c,c,47,0,21,74,87,8,32,86,55,197,148,166,78,0,0,525
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Factors identified at the end of assessment,4552,102,705,152,226,738,235,788,1644,371,625,1719,272,618,163,125,248,348,93,341,c,39,157,301,35,73,453,257,1077,1149,746,346,0,c,435
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Factors identified at the end of assessment,1932,31,298,42,109,310,77,215,571,176,188,649,85,151,44,25,68,138,50,64,6,26,75,122,c,38,197,66,375,427,328,237,0,0,326
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Factors identified at the end of assessment,7062,146,918,231,315,995,395,904,2739,937,569,2385,514,707,170,130,443,430,125,97,9,24,173,190,25,145,492,255,1404,1469,726,380,c,6,1088
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Factors identified at the end of assessment,5606,96,1016,149,203,935,214,877,1956,280,752,2096,226,555,195,143,226,201,66,83,71,55,209,141,24,65,450,335,1283,1413,910,468,11,26,840
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Factors identified at the end of assessment,1701,18,161,36,70,187,37,234,491,66,111,386,50,142,50,30,68,78,16,6,c,c,77,81,6,53,146,72,270,345,212,75,c,18,700
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Factors identified at the end of assessment,6658,326,1108,225,477,959,235,1328,2686,582,1605,2618,462,885,316,138,514,565,138,553,c,8,287,377,17,116,645,496,1588,2250,1055,515,0,0,945
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Factors identified at the end of assessment,2608,49,408,66,106,413,74,385,831,117,265,847,84,337,124,73,129,159,55,92,0,24,110,151,12,71,268,142,569,562,281,120,0,0,726
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Factors identified at the end of assessment,1119,26,166,37,80,199,61,187,382,66,185,354,62,142,51,24,55,73,35,66,c,c,86,46,c,26,156,100,223,240,135,44,0,c,141
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Factors identified at the end of assessment,4556,158,668,134,320,681,189,578,1662,464,753,1731,270,439,187,84,239,315,68,326,60,56,160,211,21,104,346,294,1414,1526,620,228,9,39,470
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Factors identified at the end of assessment,1749,27,234,34,84,232,52,214,572,90,167,426,54,226,59,26,117,84,23,104,33,c,38,92,15,73,156,90,261,275,277,100,6,13,299
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Factors identified at the end of assessment,1575,18,166,30,63,130,53,144,325,105,80,216,22,78,c,c,47,c,c,18,0,c,44,113,0,29,115,16,283,315,379,132,0,0,560
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Factors identified at the end of assessment,1619,66,282,58,110,598,80,181,598,124,315,680,83,252,49,27,164,175,37,119,16,0,111,116,10,48,229,160,401,639,187,159,15,7,137
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Factors identified at the end of assessment,5126,189,729,226,280,616,234,1261,2068,578,711,1633,331,606,158,76,325,373,90,344,21,12,136,154,14,57,368,223,820,1363,634,195,0,11,658
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Factors identified at the end of assessment,2173,114,374,82,182,478,124,388,787,163,550,1034,144,275,117,29,159,197,29,237,0,6,140,205,9,103,387,241,643,885,367,277,0,c,274
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Factors identified at the end of assessment,14180,59,801,34,196,790,75,382,2357,139,480,1384,58,836,114,68,474,173,35,161,18,39,64,316,21,26,601,150,3243,1625,1720,777,c,12,4775
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Factors identified at the end of assessment,2052,31,215,11,79,215,44,94,499,36,158,499,45,195,42,69,75,59,18,28,14,10,33,71,c,c,104,33,567,529,404,160,0,0,526
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Factors identified at the end of assessment,16605,1728,2109,962,1986,1925,1025,5774,6262,2341,3856,5204,1335,2048,636,302,1329,1418,399,749,23,57,504,388,43,207,1589,770,1817,2011,1707,916,12,31,2061
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Factors identified at the end of assessment,2322,46,256,34,91,268,87,387,798,222,245,527,70,244,86,24,80,118,13,71,c,c,53,67,c,37,210,64,382,489,424,232,0,0,685
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Factors identified at the end of assessment,2042,66,267,34,127,288,63,211,593,70,301,596,45,251,52,26,62,37,12,111,12,22,127,112,8,37,231,157,347,282,244,133,0,0,481
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Factors identified at the end of assessment,4987,189,772,136,347,600,178,565,1651,294,594,1352,148,519,134,32,211,298,51,381,17,38,238,146,7,67,630,221,775,1118,974,369,13,7,653
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Factors identified at the end of assessment,2835,c,91,c,33,160,27,126,500,49,48,206,10,142,c,c,125,25,0,8,16,39,32,60,7,c,38,8,1002,344,199,153,0,c,196
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Factors identified at the end of assessment,2468,62,270,93,95,237,134,455,963,337,211,573,149,154,55,37,70,106,42,81,9,6,130,110,c,38,325,92,410,520,313,126,0,0,658
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Factors identified at the end of assessment,1138,25,170,35,61,171,50,123,477,88,131,293,37,115,46,23,73,42,25,8,c,c,56,34,c,55,129,55,246,308,238,64,0,0,92
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Factors identified at the end of assessment,1947,37,351,48,81,354,65,207,756,150,252,734,7,300,82,33,113,58,23,78,21,13,69,83,19,31,154,78,367,847,525,136,9,11,47
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Factors identified at the end of assessment,9896,241,1619,219,468,1183,263,1104,3166,301,1853,2716,284,1216,234,103,417,441,85,465,36,51,300,463,49,116,776,511,1300,1723,898,473,c,60,1680
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Factors identified at the end of assessment,788,c,81,c,30,99,11,28,173,11,108,208,24,32,c,c,36,10,15,12,0,6,12,31,0,c,20,0,155,48,72,24,c,c,117
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Factors identified at the end of assessment,7541,271,1059,344,434,917,411,1122,2619,900,689,2259,429,444,203,79,287,486,98,249,46,56,191,274,23,89,643,384,1436,1842,1335,830,c,12,1819
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Factors identified at the end of assessment,769,c,114,c,24,91,9,c,246,c,57,162,24,40,15,16,c,11,c,15,c,c,10,25,c,c,21,12,140,186,131,58,0,c,111
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Factors identified at the end of assessment,934,31,144,20,42,113,14,161,299,61,71,220,19,175,c,c,16,34,9,9,c,6,36,32,c,14,79,30,134,169,116,70,c,0,98
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Factors identified at the end of assessment,948,30,177,21,46,158,23,117,260,41,109,276,29,90,24,9,42,23,8,56,c,6,53,65,11,21,86,58,177,197,93,39,0,0,320
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Factors identified at the end of assessment,813,35,129,16,48,161,30,47,194,12,83,191,12,79,36,12,63,35,13,9,6,19,39,59,c,0,47,16,177,101,64,42,0,0,240
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Factors identified at the end of assessment,3667,73,677,107,221,869,223,571,1583,299,590,1718,239,417,186,78,236,435,66,233,9,12,161,211,11,78,351,239,857,1244,593,197,0,0,101
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Factors identified at the end of assessment,2733,39,384,39,91,356,47,104,852,110,259,753,63,154,72,40,94,128,20,66,c,c,30,90,c,c,120,85,577,473,303,176,0,c,664
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Factors identified at the end of assessment,3977,215,623,223,313,549,284,852,1450,549,669,1381,308,248,149,82,343,318,87,371,64,15,206,205,12,56,334,264,1195,1038,562,265,c,c,862
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Factors identified at the end of assessment,2877,78,430,62,119,298,67,262,740,129,282,737,70,143,70,28,64,104,17,60,6,c,106,108,c,c,214,100,320,391,242,212,c,c,660
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Factors identified at the end of assessment,5353,217,1163,135,416,1014,265,923,2378,345,1219,2453,254,318,226,55,168,397,76,533,21,16,278,360,26,119,776,517,1257,1716,1035,363,0,0,651
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Factors identified at the end of assessment,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Factors identified at the end of assessment,1146,52,197,25,78,203,34,205,384,74,247,517,59,151,65,32,119,140,19,137,9,0,57,75,c,18,137,91,226,286,136,60,c,c,182
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Factors identified at the end of assessment,2964,90,366,101,156,383,194,332,952,317,436,1056,295,182,132,70,131,191,70,111,28,8,92,112,7,24,166,129,709,606,838,286,10,12,114
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Factors identified at the end of assessment,706,c,34,c,c,53,c,c,134,c,c,93,c,8,9,0,19,9,0,0,c,14,15,23,c,c,17,7,85,84,96,37,0,0,134
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Factors identified at the end of assessment,3972,116,657,136,261,544,158,522,1454,185,700,1311,194,426,128,48,206,216,40,146,0,13,140,225,15,62,332,288,472,735,377,284,c,6,1027
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Factors identified at the end of assessment,2119,80,236,26,132,223,39,217,641,70,268,484,66,173,27,54,154,74,16,84,c,10,80,140,8,19,197,116,220,290,294,120,c,8,327
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Factors identified at the end of assessment,3069,24,211,29,79,187,33,180,566,80,263,434,77,228,49,12,128,99,39,87,c,9,62,65,c,59,238,82,307,335,276,110,0,0,1271
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Factors identified at the end of assessment,1708,27,136,25,29,111,20,71,258,42,102,267,43,82,33,18,40,61,25,75,c,c,36,42,c,18,93,43,110,150,75,38,0,c,1214
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Factors identified at the end of assessment,3357,149,674,140,259,523,167,438,1329,394,647,1217,216,447,117,78,249,276,71,241,42,30,144,279,24,50,340,298,1016,1190,656,393,c,13,339
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Factors identified at the end of assessment,1539,26,174,17,72,172,35,81,454,28,195,375,43,132,27,15,82,52,8,21,c,38,53,41,19,83,116,54,187,192,171,43,c,c,234
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Factors identified at the end of assessment,35,0,c,0,c,c,c,c,c,c,c,11,c,7,c,c,0,0,0,0,0,c,0,0,0,0,0,0,c,c,8,c,0,0,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Factors identified at the end of assessment,4401,25,211,20,114,278,49,499,1191,195,344,801,88,307,52,13,132,168,11,32,15,29,116,126,c,116,315,161,2122,407,728,143,13,16,1740
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Factors identified at the end of assessment,1279,21,128,6,65,107,18,52,409,19,125,238,17,86,c,c,48,c,c,16,0,13,46,40,8,60,147,51,97,91,132,35,c,c,361
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Factors identified at the end of assessment,2702,46,145,47,87,129,48,36,544,16,115,319,54,250,29,22,78,71,48,21,6,10,107,95,10,121,261,47,363,429,312,95,c,11,727
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Factors identified at the end of assessment,2536,49,387,42,142,375,94,371,1011,158,458,895,178,246,88,53,112,223,61,135,9,25,149,124,8,241,359,132,418,630,428,148,21,33,176
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Factors identified at the end of assessment,1297,c,76,c,40,58,11,123,218,16,115,207,15,c,0,0,80,42,17,18,18,0,27,40,c,15,117,67,0,0,0,0,9,c,1155
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Factors identified at the end of assessment,1522,c,46,c,23,31,20,58,171,74,49,136,39,120,22,14,53,68,11,19,c,0,28,31,0,40,110,22,226,203,155,44,0,0,625
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Factors identified at the end of assessment,2887,32,341,42,127,338,63,270,840,135,361,732,94,315,127,64,104,195,46,210,c,20,106,126,19,115,265,200,508,751,503,160,41,31,561
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Factors identified at the end of assessment,3436,60,385,50,132,355,86,422,1239,215,360,684,102,331,87,39,190,205,48,97,27,36,146,188,49,168,317,202,659,996,590,187,0,0,583
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Factors identified at the end of assessment,2408,48,205,77,140,192,111,461,845,310,301,632,156,283,56,45,197,235,75,106,25,32,112,77,26,128,345,146,462,689,402,174,11,30,827
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Factors identified at the end of assessment,3934,48,186,19,140,271,63,251,934,119,268,563,57,284,55,31,223,80,40,54,34,10,137,118,20,145,332,83,955,512,531,142,c,22,400
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Factors identified at the end of assessment,2893,c,138,c,78,132,15,72,675,74,154,354,13,113,21,0,71,55,0,48,c,24,43,98,c,136,454,94,612,142,223,59,10,0,358
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Factors identified at the end of assessment,1085,c,63,c,27,56,10,39,306,23,96,174,20,91,12,0,c,51,c,16,0,89,15,39,c,39,41,28,59,53,75,38,6,c,339
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Factors identified at the end of assessment,2244,8,101,16,43,127,9,52,503,43,84,276,34,112,12,20,52,16,7,23,0,0,39,73,c,59,165,30,321,207,202,99,0,6,515
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Factors identified at the end of assessment,3559,98,362,48,225,319,91,488,1060,167,514,740,123,316,57,28,169,158,31,131,c,30,133,150,21,170,304,207,351,616,403,105,11,17,1037
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Factors identified at the end of assessment,1807,50,246,46,103,212,39,156,510,81,275,560,84,284,48,31,143,91,25,103,10,17,107,95,10,90,191,97,312,341,295,126,6,20,260
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Factors identified at the end of assessment,4176,c,273,c,96,190,76,434,1016,241,155,586,114,270,46,45,133,c,c,26,14,23,65,92,c,134,42,70,527,842,712,147,39,7,982
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Factors identified at the end of assessment,2204,92,355,50,183,333,85,333,812,234,390,664,112,293,84,72,126,148,52,156,c,13,155,224,10,112,259,146,471,688,392,152,11,9,198
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Factors identified at the end of assessment,4020,68,471,26,245,430,60,244,1297,36,457,989,38,546,111,35,284,249,23,308,8,100,283,198,52,237,563,300,670,893,539,209,c,9,528
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Factors identified at the end of assessment,2550,16,430,19,62,275,15,102,757,80,169,359,35,181,16,15,55,49,8,22,7,30,99,105,c,78,149,48,212,278,365,79,12,25,451
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Factors identified at the end of assessment,2977,72,269,55,147,336,85,420,1103,240,301,742,109,299,98,55,128,186,50,163,25,31,146,135,42,187,304,139,414,497,346,86,13,30,704
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Factors identified at the end of assessment,2783,31,285,93,91,326,156,250,1026,336,266,679,105,271,82,19,164,239,50,58,15,8,86,75,25,143,373,157,435,653,414,109,c,20,864
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Factors identified at the end of assessment,2136,17,181,13,60,99,20,111,608,28,222,355,30,236,22,13,84,76,12,44,c,24,36,54,10,62,149,96,222,203,412,74,c,9,293
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Factors identified at the end of assessment,2359,19,101,10,35,110,27,66,443,21,76,232,24,82,11,0,51,c,c,8,7,15,50,65,6,24,149,28,390,186,299,106,c,0,574
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Factors identified at the end of assessment,3304,69,385,39,175,335,73,388,902,90,353,753,80,389,55,58,137,149,27,159,9,61,138,160,27,79,345,126,464,589,325,85,c,c,840
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Factors identified at the end of assessment,2437,34,298,29,69,241,32,198,716,56,290,528,45,197,33,23,99,80,17,107,c,15,58,73,6,34,125,122,363,330,228,56,8,14,903
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Factors identified at the end of assessment,1257,25,190,21,52,202,34,166,432,55,261,449,58,220,64,30,107,104,11,106,7,41,44,50,6,17,128,84,182,274,201,46,0,17,147
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Factors identified at the end of assessment,1826,38,186,84,80,145,82,185,505,251,233,420,121,247,43,42,113,108,50,100,10,9,74,88,9,42,214,134,250,345,256,77,0,c,182
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Factors identified at the end of assessment,3749,43,345,44,167,261,93,282,1102,110,275,718,88,317,76,53,146,158,45,112,12,23,124,135,21,134,335,126,408,487,416,99,0,45,948
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Factors identified at the end of assessment,1339,61,233,26,99,215,53,212,543,83,252,503,84,220,53,40,117,87,30,130,0,34,82,96,12,27,155,118,195,280,199,47,0,0,78
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Factors identified at the end of assessment,1635,46,198,0,87,134,0,256,523,0,264,454,0,131,18,0,60,97,0,42,9,7,53,37,c,13,149,198,264,439,328,84,0,c,161
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Factors identified at the end of assessment,1705,24,133,45,53,116,69,172,397,215,103,266,104,79,24,35,93,52,47,24,7,22,45,85,9,77,309,42,223,317,167,43,6,10,949
