time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_End_first_6months,3_months,3_months_percent,3_months_transfer,3_months_transfer_percent,3_6_months,3_6_months_percent,6_months+,6_months+_percent
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans ending during the first six months of the year,134,49,36.6,11,22.4,33,24.6,52,38.8
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans ending during the first six months of the year,125,67,53.6,32,47.8,29,23.2,29,23.2
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans ending during the first six months of the year,56,c,c,c,c,c,c,39,69.6
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans ending during the first six months of the year,95,28,29.5,c,c,21,22.1,46,48.4
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans ending during the first six months of the year,115,36,31.3,6,16.7,17,14.8,62,53.9
2019,Reporting year,National,E92000001,England,,,,,,Child Protection Plans ending during the first six months of the year,33210,11290,34,1450,12.9,7680,23.1,14220,42.8
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans ending during the first six months of the year,2310,700,30.5,110,16.2,540,23.6,1060,46
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans ending during the first six months of the year,5150,1860,36.1,240,12.8,1040,20.2,2250,43.7
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Child Protection Plans ending during the first six months of the year,3340,1280,38.4,130,10.3,750,22.3,1310,39.3
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans ending during the first six months of the year,2930,1150,39.4,80,6.6,690,23.5,1090,37.1
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans ending during the first six months of the year,4190,1430,34.1,100,7.1,960,22.9,1800,42.9
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans ending during the first six months of the year,2540,690,27,100,14.3,650,25.5,1210,47.5
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans ending during the first six months of the year,4700,1580,33.7,410,26,1150,24.4,1970,41.9
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans ending during the first six months of the year,5160,1740,33.7,200,11.4,1270,24.6,2130,41.3
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans ending during the first six months of the year,2890,860,29.6,80,9.8,630,21.8,1400,48.6
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans ending during the first six months of the year,1940,580,29.7,180,31.3,490,25.4,870,44.9
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans ending during the first six months of the year,2760,1010,36.5,230,23,650,23.7,1100,39.8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans ending during the first six months of the year,113,20,17.7,c,c,36,31.9,57,50.4
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Child Protection Plans ending during the first six months of the year,374,145,38.8,19,13.1,95,25.4,134,35.8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans ending during the first six months of the year,140,29,20.7,13,44.8,23,16.4,88,62.9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans ending during the first six months of the year,101,8,7.9,c,c,22,21.8,71,70.3
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans ending during the first six months of the year,204,55,27,18,32.7,43,21.1,106,52
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,263,60,22.8,20,33.3,45,17.1,158,60.1
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,97,16,16.5,0,0,27,27.8,54,55.7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,239,79,33.1,18,22.8,73,30.5,87,36.4
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,92,19,20.7,0,0,25,27.2,48,52.2
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,137,38,27.7,c,c,45,32.8,54,39.4
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,137,70,51.1,c,c,c,c,c,c
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,408,163,40,12,7.4,105,25.7,140,34.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,196,95,48.5,7,7.4,40,20.4,61,31.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,204,80,39.2,20,25,29,14.2,95,46.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,111,28,25.2,7,25,10,9,73,65.8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,151,38,25.2,8,21.1,36,23.8,77,51
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,196,71,36.2,c,c,39,19.9,86,43.9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,111,40,36,c,c,36,32.4,35,31.5
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans ending during the first six months of the year,359,127,35.4,10,7.9,74,20.6,158,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending during the first six months of the year,101,18,17.8,c,c,40,39.6,43,42.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending during the first six months of the year,112,33,29.5,9,27.3,44,39.3,35,31.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending during the first six months of the year,841,384,45.7,37,9.6,114,13.6,343,40.8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending during the first six months of the year,255,109,42.7,21,19.3,31,12.2,115,45.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,584,202,34.6,24,11.9,145,24.8,237,40.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,281,83,29.5,17,20.5,74,26.3,124,44.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,144,51,35.4,c,c,20,13.9,73,50.7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,188,79,42,10,12.7,30,16,79,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,146,65,44.5,18,27.7,26,17.8,55,37.7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending during the first six months of the year,108,13,12,6,46.2,29,26.9,66,61.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending during the first six months of the year,199,56,28.1,7,12.5,62,31.2,81,40.7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending during the first six months of the year,299,117,39.1,11,9.4,42,14,140,46.8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending during the first six months of the year,129,27,20.9,c,c,31,24,71,55
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending during the first six months of the year,99,10,10.1,c,c,21,21.2,68,68.7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending during the first six months of the year,162,87,53.7,c,c,19,11.7,56,34.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending during the first six months of the year,173,47,27.2,c,c,47,27.2,79,45.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Child Protection Plans ending during the first six months of the year,111,55,49.5,9,16.4,12,10.8,44,39.6
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Child Protection Plans ending during the first six months of the year,332,109,32.8,c,c,93,28,130,39.2
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Child Protection Plans ending during the first six months of the year,172,68,39.5,13,19.1,29,16.9,75,43.6
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Child Protection Plans ending during the first six months of the year,279,91,32.6,14,15.4,57,20.4,131,47
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending during the first six months of the year,126,55,43.7,0,0,26,20.6,45,35.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Child Protection Plans ending during the first six months of the year,218,71,32.6,c,c,50,22.9,97,44.5
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Child Protection Plans ending during the first six months of the year,246,130,52.8,c,c,76,30.9,40,16.3
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Child Protection Plans ending during the first six months of the year,335,138,41.2,19,13.8,64,19.1,133,39.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending during the first six months of the year,122,17,13.9,8,47.1,15,12.3,90,73.8
