time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),40,4
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to childs behaviour,70,8
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to childs behaviour,100,10
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,310,33
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,190,20
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,5
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,160,16
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,10,1
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,10,1
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,2
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,90,~
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to childs behaviour,10,10
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to childs behaviour,10,8
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,20,23
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,25
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,0,0
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,20,24
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,0,0
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,52080,100
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),580,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to childs behaviour,2920,6
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to childs behaviour,5200,10
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9310,18
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,18180,35
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2010,4
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,200,~
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,11620,22
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,370,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,770,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,600,1
2021,Reporting year,National,E92000001,England,Gender,Female,All Placements,23530,45
2021,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),270,1
2021,Reporting year,National,E92000001,England,Gender,Female,Approval removed,140,1
2021,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to childs behaviour,1400,6
2021,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to childs behaviour,2220,9
2021,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4330,18
2021,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8210,35
2021,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1020,4
2021,Reporting year,National,E92000001,England,Gender,Female,Custody,10,~
2021,Reporting year,National,E92000001,England,Gender,Female,Other,5150,22
2021,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,140,1
2021,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,360,2
2021,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,280,1
2021,Reporting year,National,E92000001,England,Gender,Male,All Placements,28550,55
2021,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),320,1
2021,Reporting year,National,E92000001,England,Gender,Male,Approval removed,180,1
2021,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to childs behaviour,1520,5
2021,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to childs behaviour,2980,10
2021,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4980,17
2021,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,9960,35
2021,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,990,3
2021,Reporting year,National,E92000001,England,Gender,Male,Custody,190,1
2021,Reporting year,National,E92000001,England,Gender,Male,Other,6470,23
2021,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,230,1
2021,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,410,1
2021,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,330,1
2021,Reporting year,National,E92000001,England,Gender,Total,All Placements,52080,100
2021,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),580,1
2021,Reporting year,National,E92000001,England,Gender,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to childs behaviour,2920,6
2021,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to childs behaviour,5200,10
2021,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9310,18
2021,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,18180,35
2021,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2010,4
2021,Reporting year,National,E92000001,England,Gender,Total,Custody,200,~
2021,Reporting year,National,E92000001,England,Gender,Total,Other,11620,22
2021,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,370,1
2021,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,770,1
2021,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,600,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,32700,63
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),450,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,190,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to childs behaviour,2300,7
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to childs behaviour,3270,10
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,6750,21
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,11220,34
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1020,3
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,20,~
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,6570,20
