time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Total,37,100
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Local authority in touch with care leaver,94,80
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Local authority not in touch with care leaver,16,14
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Total,117,100
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Young person no longer requires services,7,6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Local authority in touch with care leaver,26,93
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Total,28,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Local authority in touch with care leaver,64,89
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Local authority not in touch with care leaver,7,10
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Total,72,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Local authority in touch with care leaver,39,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Local authority not in touch with care leaver,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Total,39,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Local authority in touch with care leaver,113,95
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Local authority not in touch with care leaver,6,5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Total,119,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Local authority in touch with care leaver,34,94
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Total,36,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Local authority in touch with care leaver,102,91
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Local authority not in touch with care leaver,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Total,112,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Young person no longer requires services,10,9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Local authority in touch with care leaver,57,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Local authority not in touch with care leaver,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Total,57,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Local authority in touch with care leaver,131,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Local authority not in touch with care leaver,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Total,131,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Local authority in touch with care leaver,66,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Local authority not in touch with care leaver,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Total,66,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,19 to 21 years,Local authority in touch with care leaver,148,96
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,19 to 21 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,19 to 21 years,Total,154,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,19 to 21 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,19 to 21 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,17 to 18 years,Local authority in touch with care leaver,49,98
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,17 to 18 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,17 to 18 years,Total,50,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,17 to 18 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,17 to 18 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,19 to 21 years,Local authority in touch with care leaver,142,99
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,19 to 21 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,19 to 21 years,Total,143,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,19 to 21 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,19 to 21 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,17 to 18 years,Local authority in touch with care leaver,44,98
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,17 to 18 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,17 to 18 years,Total,45,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,17 to 18 years,Young person no longer requires services,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,17 to 18 years,Young person refuses contact,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,19 to 21 years,Local authority in touch with care leaver,161,98
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,19 to 21 years,Local authority not in touch with care leaver,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,19 to 21 years,Total,164,100
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,19 to 21 years,Young person no longer requires services,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,19 to 21 years,Young person refuses contact,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,17 to 18 years,Local authority in touch with care leaver,43,91
