time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1396,839,265,31,38,109,23,c,18,c,64
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2852,2232,111,c,139,328,10,c,10,10,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2870,1675,232,63,251,406,116,28,62,0,37
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1464,730,147,8,177,314,17,c,25,c,37
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2399,536,228,8,567,998,35,9,18,0,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1758,1128,159,12,156,236,c,c,31,29,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1345,653,140,16,306,198,13,0,c,c,9
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2305,1122,138,18,400,251,40,9,24,0,303
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2245,1070,149,17,98,772,87,c,24,c,19
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1524,1116,112,c,90,175,c,0,19,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,2097,1512,94,69,108,96,26,0,8,20,164
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2102,1597,115,c,96,151,37,c,78,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1302,997,81,26,99,27,c,0,29,c,30
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2106,1627,106,c,216,80,c,0,64,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,1831,1229,92,72,77,225,70,47,12,0,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,2766,2110,204,29,124,205,34,0,13,23,24
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1007,567,26,20,38,233,31,0,17,0,75
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1098,625,99,12,98,213,45,c,c,0,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8502,4983,706,124,535,1874,41,34,205,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,4156,2790,74,54,432,371,70,c,222,c,138
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5330,3803,403,120,217,209,124,c,307,c,131
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2460,1121,209,32,116,717,72,0,c,c,165
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2532,1790,354,25,196,123,29,c,c,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2404,1285,56,c,138,795,19,c,13,45,43
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2270,824,145,35,596,614,29,c,c,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1757,1267,115,12,70,240,30,0,23,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2197,966,153,82,246,638,44,0,25,33,10
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2224,1621,48,c,160,257,76,c,43,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1420,764,55,31,340,145,48,c,26,c,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1276,801,41,11,112,170,83,0,54,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,3228,2210,275,54,324,295,48,c,c,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2491,1928,150,13,83,237,30,c,33,c,11
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1809,1443,113,9,70,105,c,c,c,48,15
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,5315,4680,259,c,137,105,12,17,94,c,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1427,1130,30,21,70,115,c,0,41,c,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2436,1879,216,37,100,134,31,c,32,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,2189,1172,344,c,62,443,40,0,36,70,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3793,2818,93,37,169,509,14,7,98,34,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2259,1219,151,c,417,300,20,c,41,0,93
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5559,3582,218,127,222,242,177,31,234,0,726
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2345,1900,96,68,c,223,18,c,32,0,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,999,501,50,c,34,278,15,c,76,15,21
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2605,1748,368,c,293,85,13,c,51,36,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,2549,2342,43,11,58,62,c,c,7,20,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,3860,2416,272,37,419,505,68,36,91,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,3028,1985,146,45,89,449,c,0,70,c,203
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1239,786,102,51,139,80,40,0,20,21,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2674,1861,216,124,166,119,79,c,89,c,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5558,2616,315,424,900,573,138,16,137,383,56
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,1940,1333,33,37,146,195,26,c,67,c,87
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,3035,1813,146,121,216,481,45,6,105,46,56
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3262,2560,258,21,25,178,c,c,107,92,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,5371,2254,281,89,276,1404,77,26,192,734,38
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3290,2061,128,21,171,165,58,27,60,24,575
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4610,1153,135,127,324,756,82,34,119,250,1630
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,175,104,16,c,16,15,c,0,14,6,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,8778,5426,500,134,895,596,208,41,373,0,605
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3418,2878,197,31,79,118,c,c,40,56,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2210,1510,206,30,79,302,31,c,31,c,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1104,c,0,0,0,c,292,0,166,0,598
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,3446,2781,85,15,181,197,17,14,121,14,21
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1574,471,48,16,92,48,9,0,17,24,849
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1477,468,53,140,419,112,99,c,170,c,11
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,5645,1407,639,40,1285,1772,c,c,198,220,78
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3222,2102,298,228,109,296,89,6,33,14,47
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1474,1144,212,c,31,36,22,c,20,0,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,2109,1153,81,50,106,435,111,9,71,57,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,4073,1531,628,c,391,1186,53,c,227,31,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2157,1060,126,68,161,503,38,8,33,11,149
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3263,2129,393,142,223,233,29,c,83,20,c
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1301,676,226,14,46,230,48,c,53,c,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,2724,1754,266,65,162,164,63,c,237,c,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1277,718,145,28,117,98,40,c,125,c,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,6186,4348,1090,43,215,156,c,c,289,21,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5037,1687,991,323,554,1330,62,76,14,0,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,2005,1381,309,19,56,93,22,c,114,0,c
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4764,2587,191,45,344,310,48,16,135,27,1061
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1569,1187,111,18,56,101,29,c,62,c,c
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1271,848,71,19,55,51,27,8,43,6,143
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3918,2740,166,60,314,333,59,c,221,c,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1733,1151,185,c,84,141,28,c,127,11,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,879,486,72,49,65,104,47,0,10,0,46
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,1815,764,100,0,319,152,37,c,61,c,362
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary need at assessment,3328,1495,299,c,238,980,87,c,46,42,112
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3276,1829,170,17,264,396,24,14,111,41,410
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8293,1678,588,162,212,5357,19,11,266,0,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1168,334,94,30,22,668,c,c,13,0,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10524,3190,987,63,1137,3577,116,10,1385,23,36
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,2303,1605,210,62,166,195,35,c,c,0,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,2365,812,546,174,229,349,95,7,104,0,49
