time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Cost of other staff (E07),509.07,106
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Indirect employee expenses (E08),149.84,31
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Development and training (E09),164.41,34
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teacher insurance (E10),136.12,28
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Staff related insurance (E11),49.36,10
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Building maintenance and improvement (E12),530.42,111
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Grounds maintenance and improvement (E13),80.73,17
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Cleaning and caretaking (E14),289.98,60
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Water and sewerage (E15),86.28,18
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Energy (E16),319.14,67
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Rates (E17),305.98,64
201617,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Other occupation costs (E18),180.46,38
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),1074.22,224
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,ICT learning resources (E20),316.4,66
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Exam fees (E21),95.57,20
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Administrative supplies (E22),302.91,63
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Other insurance premiums (E23),148.35,31
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Special facilities (E24),144.17,30
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Catering supplies (E25),939.17,196
201617,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Agency supply teaching staff (E26),520.42,109
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Bought in professional services – curriculum (E27),548.4,114
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",x,x
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",x,x
201617,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Total bought in professional services (E28a/b),594.53,124
201617,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Loan interest (E29),3.23,1
201617,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),148.68,31
201617,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school staff (E31),117.95,25
201617,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school costs (E32),45.23,9
201617,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Acquisition of land and existing buildings (CE01),5.93,1
201617,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"New construction, conversion and renovation (CE02)",243.85,51
201617,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",19.7,4
201617,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Information and communication technology (CE04),52.29,11
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supply staff costs,838.35,175
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total staff costs,19998.92,4170
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total premises costs,1474.91,308
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total occupation costs,2095.45,437
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supplies and services,2337.49,487
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Community expenditure,163.18,34
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total expenditure,26217.35,5466
201617,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total net expenditure,25680.38,5354
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Teaching Staff (E01),68.62,2659
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teaching staff (E02),0.86,33
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Education support staff (E03),93.23,3613
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Premises staff (E04),6.16,239
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Administrative and clerical staff (E05),21.35,827
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Catering staff (E06),1.1,43
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Cost of other staff (E07),7.45,288
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Indirect employee expenses (E08),1.92,74
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Development and training (E09),1.86,72
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teacher insurance (E10),1.02,40
201617,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Staff related insurance (E11),0.88,34
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Building maintenance and improvement (E12),5.61,217
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Grounds maintenance and improvement (E13),1.17,45
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Cleaning and caretaking (E14),3.81,147
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Water and sewerage (E15),0.75,29
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Energy (E16),2.54,99
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Rates (E17),4.13,160
201617,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Other occupation costs (E18),2.27,88
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),5.66,219
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,ICT learning resources (E20),1.67,65
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Exam fees (E21),low,low
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Administrative supplies (E22),3.56,138
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Other insurance premiums (E23),1.14,44
201617,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Special facilities (E24),2.12,82
