time_period,time_identifier,geographic_level,country_name,country_code,school_phase,income_type,income_description,income,income_per_pupil
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Total income from lettings facilities services (I08ab),545.2,150
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from catering (I09),207.17,57
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts supply teacher insurance claims (I10),69.13,19
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts other  insurance claims (I11),30.32,8
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income contributions visits etc (I12),119.21,33
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Donations and/or private funds (I13),118.6,33
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil focussed extended school funding (I15),16.88,5
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Community focussed school funding (I16),46.77,13
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Community focused facilities income (I17),54.52,15
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Coronavirus Job Retention Scheme (I18a),19.81,5
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Exceptional costs grant COVID-19 (I18b),66.1,18
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Income COVID-19 catch up package (I18c),237.95,65
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other additional grants (I18d),561.04,154
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total additional grant (I18 total),884.9,243
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital income (CI01),116.61,32
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital voluntary private income (CI03),17.32,5
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital direct revenue financing(CI04),98.71,27
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total grant funding,23066.63,6326
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total direct grants,19273.56,5286
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total community grants,931.67,256
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total targetted grants,2861.4,785
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total self generated income,1144.15,314
202122,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total income,24095.65,6609
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA Pre16 (I01),200.87,7669
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA VIthForm (I02),low,low
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Total funds delegated by LA (I01 & I02),200.87,7669
202122,Financial year,National,England,E92000001,Nursery,Grant funding,SEN funding (I03),14.79,565
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Funding minority ethnic pupils (I04),low,low
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil premium (I05),0.71,27
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Other government grants (I06),3.51,134
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Other grants payments (I07),4.77,182
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from lettings (I08a),5.61,214
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from facilities services (I08b),23.94,914
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Total income from lettings facilities services (I08ab),29.55,1128
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from catering (I09),1.58,60
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts supply teacher insurance claims (I10),0.55,21
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts other  insurance claims (I11),0.78,30
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Income contributions visits etc (I12),3.35,128
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Donations and/or private funds (I13),1.58,60
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil focussed extended school funding (I15),1.18,45
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Community focussed school funding (I16),7.69,294
202122,Financial year,National,England,E92000001,Nursery,Self generated funding,Community focused facilities income (I17),4.85,185
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Coronavirus Job Retention Scheme (I18a),0.18,7
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Exceptional costs grant COVID-19 (I18b),0.23,9
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Income COVID-19 catch up package (I18c),0.03,1
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Other additional grants (I18d),0.19,7
202122,Financial year,National,England,E92000001,Nursery,Grant funding,Total additional grant (I18 total),0.62,24
202122,Financial year,National,England,E92000001,Nursery,Capital funding,Capital income (CI01),2.03,78
202122,Financial year,National,England,E92000001,Nursery,Capital funding,Capital voluntary private income (CI03),0.11,4
202122,Financial year,National,England,E92000001,Nursery,Capital funding,Capital direct revenue financing(CI04),0.4,15
202122,Financial year,National,England,E92000001,Nursery,Total income,Total grant funding,234.14,8939
202122,Financial year,National,England,E92000001,Nursery,Total income,Total direct grants,209.15,7985
202122,Financial year,National,England,E92000001,Nursery,Total income,Total community grants,8.31,317
202122,Financial year,National,England,E92000001,Nursery,Total income,Total targetted grants,16.69,637
202122,Financial year,National,England,E92000001,Nursery,Total income,Total self generated income,42.23,1612
202122,Financial year,National,England,E92000001,Nursery,Total income,Total income,275.96,10536
202122,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA Pre16 (I01),13120.68,4748
202122,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA VIthForm (I02),low,low
202122,Financial year,National,England,E92000001,Primary,Grant funding,Total funds delegated by LA (I01 & I02),13120.68,4748
202122,Financial year,National,England,E92000001,Primary,Grant funding,SEN funding (I03),548.05,198
202122,Financial year,National,England,E92000001,Primary,Grant funding,Funding minority ethnic pupils (I04),15.26,6
202122,Financial year,National,England,E92000001,Primary,Grant funding,Pupil premium (I05),858.06,311
202122,Financial year,National,England,E92000001,Primary,Grant funding,Other government grants (I06),41.06,15
202122,Financial year,National,England,E92000001,Primary,Grant funding,Other grants payments (I07),75.21,27
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Income from lettings (I08a),88.84,32
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Income from facilities services (I08b),272.54,99
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Total income from lettings facilities services (I08ab),361.38,131
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Income from catering (I09),141.55,51
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts supply teacher insurance claims (I10),57.94,21
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts other  insurance claims (I11),21.56,8
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Income contributions visits etc (I12),97.52,35
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Donations and/or private funds (I13),82.29,30
202122,Financial year,National,England,E92000001,Primary,Grant funding,Pupil focussed extended school funding (I15),14.23,5
202122,Financial year,National,England,E92000001,Primary,Grant funding,Community focussed school funding (I16),36.35,13
202122,Financial year,National,England,E92000001,Primary,Self generated funding,Community focused facilities income (I17),43.68,16
202122,Financial year,National,England,E92000001,Primary,Grant funding,Coronavirus Job Retention Scheme (I18a),17.47,6
202122,Financial year,National,England,E92000001,Primary,Grant funding,Exceptional costs grant COVID-19 (I18b),26.85,10
202122,Financial year,National,England,E92000001,Primary,Grant funding,Income COVID-19 catch up package (I18c),159.96,58
202122,Financial year,National,England,E92000001,Primary,Grant funding,Other additional grants (I18d),532.52,193
202122,Financial year,National,England,E92000001,Primary,Grant funding,Total additional grant (I18 total),736.8,267
202122,Financial year,National,England,E92000001,Primary,Capital funding,Capital income (CI01),79.05,29
202122,Financial year,National,England,E92000001,Primary,Capital funding,Capital voluntary private income (CI03),7.45,3
202122,Financial year,National,England,E92000001,Primary,Capital funding,Capital direct revenue financing(CI04),56.07,20
202122,Financial year,National,England,E92000001,Primary,Total income,Total grant funding,15445.71,5590
202122,Financial year,National,England,E92000001,Primary,Total income,Total direct grants,13236.95,4790
202122,Financial year,National,England,E92000001,Primary,Total income,Total community grants,773.15,280
202122,Financial year,National,England,E92000001,Primary,Total income,Total targetted grants,1435.6,520
202122,Financial year,National,England,E92000001,Primary,Total income,Total self generated income,805.92,292
202122,Financial year,National,England,E92000001,Primary,Total income,Total income,16186.91,5858
202122,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA Pre16 (I01),212.97,16546
202122,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA VIthForm (I02),0.33,2280
202122,Financial year,National,England,E92000001,PRU,Grant funding,Total funds delegated by LA (I01 & I02),213.3,16572
202122,Financial year,National,England,E92000001,PRU,Grant funding,SEN funding (I03),113.37,8808
202122,Financial year,National,England,E92000001,PRU,Grant funding,Funding minority ethnic pupils (I04),low,low
202122,Financial year,National,England,E92000001,PRU,Grant funding,Pupil premium (I05),6.37,495
202122,Financial year,National,England,E92000001,PRU,Grant funding,Other government grants (I06),3.07,239
202122,Financial year,National,England,E92000001,PRU,Grant funding,Other grants payments (I07),12.2,948
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Income from lettings (I08a),3.36,261
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Income from facilities services (I08b),20.79,1616
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Total income from lettings facilities services (I08ab),24.15,1877
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Income from catering (I09),0.24,19
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts supply teacher insurance claims (I10),0.64,49
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts other  insurance claims (I11),0.45,35
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Income contributions visits etc (I12),0.01,1
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Donations and/or private funds (I13),0.22,17
202122,Financial year,National,England,E92000001,PRU,Grant funding,Pupil focussed extended school funding (I15),0.08,6
202122,Financial year,National,England,E92000001,PRU,Grant funding,Community focussed school funding (I16),0.14,11
202122,Financial year,National,England,E92000001,PRU,Self generated funding,Community focused facilities income (I17),0.78,60
202122,Financial year,National,England,E92000001,PRU,Grant funding,Coronavirus Job Retention Scheme (I18a),0.09,7
202122,Financial year,National,England,E92000001,PRU,Grant funding,Exceptional costs grant COVID-19 (I18b),2.84,221
202122,Financial year,National,England,E92000001,PRU,Grant funding,Income COVID-19 catch up package (I18c),3.19,248
202122,Financial year,National,England,E92000001,PRU,Grant funding,Other additional grants (I18d),1.74,135
202122,Financial year,National,England,E92000001,PRU,Grant funding,Total additional grant (I18 total),7.87,611
202122,Financial year,National,England,E92000001,PRU,Capital funding,Capital income (CI01),1.84,143
202122,Financial year,National,England,E92000001,PRU,Capital funding,Capital voluntary private income (CI03),0.1,7
202122,Financial year,National,England,E92000001,PRU,Capital funding,Capital direct revenue financing(CI04),1.65,128
202122,Financial year,National,England,E92000001,PRU,Total income,Total grant funding,356.4,27690
202122,Financial year,National,England,E92000001,PRU,Total income,Total direct grants,228.57,17758
202122,Financial year,National,England,E92000001,PRU,Total income,Total community grants,8.01,622
202122,Financial year,National,England,E92000001,PRU,Total income,Total targetted grants,119.82,9309
202122,Financial year,National,England,E92000001,PRU,Total income,Total self generated income,26.49,2058
202122,Financial year,National,England,E92000001,PRU,Total income,Total income,381.19,29616
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA Pre16 (I01),4093.34,5399
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA VIthForm (I02),405.45,4954
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Total funds delegated by LA (I01 & I02),4498.79,5934
202122,Financial year,National,England,E92000001,Secondary,Grant funding,SEN funding (I03),118.66,157
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Funding minority ethnic pupils (I04),1.43,2
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil premium (I05),188.33,248
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Other government grants (I06),19.79,26
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Other grants payments (I07),29.26,39
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from lettings (I08a),27.2,36
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from facilities services (I08b),55.94,74
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Total income from lettings facilities services (I08ab),83.14,110
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from catering (I09),54.41,72
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts supply teacher insurance claims (I10),5.28,7
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts other  insurance claims (I11),3.09,4
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Income contributions visits etc (I12),16.9,22
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Donations and/or private funds (I13),26.89,35
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil focussed extended school funding (I15),0.66,1
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Community focussed school funding (I16),1.58,2
202122,Financial year,National,England,E92000001,Secondary,Self generated funding,Community focused facilities income (I17),3.64,5
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Coronavirus Job Retention Scheme (I18a),1.11,1
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Exceptional costs grant COVID-19 (I18b),26.97,36
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Income COVID-19 catch up package (I18c),55.47,73
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Other additional grants (I18d),14.48,19
202122,Financial year,National,England,E92000001,Secondary,Grant funding,Total additional grant (I18 total),98.03,129
202122,Financial year,National,England,E92000001,Secondary,Capital funding,Capital income (CI01),23.54,31
202122,Financial year,National,England,E92000001,Secondary,Capital funding,Capital voluntary private income (CI03),8.58,11
202122,Financial year,National,England,E92000001,Secondary,Capital funding,Capital direct revenue financing(CI04),25.21,33
202122,Financial year,National,England,E92000001,Secondary,Total income,Total grant funding,4956.53,6538
202122,Financial year,National,England,E92000001,Secondary,Total income,Total direct grants,4547.84,5999
202122,Financial year,National,England,E92000001,Secondary,Total income,Total community grants,99.61,131
202122,Financial year,National,England,E92000001,Secondary,Total income,Total targetted grants,309.08,408
202122,Financial year,National,England,E92000001,Secondary,Total income,Total self generated income,193.34,255
202122,Financial year,National,England,E92000001,Secondary,Total income,Total income,5118.09,6751
202122,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA Pre16 (I01),977.45,11403
202122,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA VIthForm (I02),37.83,3782
202122,Financial year,National,England,E92000001,Special,Grant funding,Total funds delegated by LA (I01 & I02),1015.28,11845
202122,Financial year,National,England,E92000001,Special,Grant funding,SEN funding (I03),935.96,10919
202122,Financial year,National,England,E92000001,Special,Grant funding,Funding minority ethnic pupils (I04),0.03,0
202122,Financial year,National,England,E92000001,Special,Grant funding,Pupil premium (I05),43.49,507
202122,Financial year,National,England,E92000001,Special,Grant funding,Other government grants (I06),16.08,188
202122,Financial year,National,England,E92000001,Special,Grant funding,Other grants payments (I07),19.69,230
202122,Financial year,National,England,E92000001,Special,Self generated funding,Income from lettings (I08a),10.33,120
202122,Financial year,National,England,E92000001,Special,Self generated funding,Income from facilities services (I08b),36.65,428
202122,Financial year,National,England,E92000001,Special,Self generated funding,Total income from lettings facilities services (I08ab),46.97,548
202122,Financial year,National,England,E92000001,Special,Self generated funding,Income from catering (I09),9.39,110
202122,Financial year,National,England,E92000001,Special,Self generated funding,Receipts supply teacher insurance claims (I10),4.72,55
202122,Financial year,National,England,E92000001,Special,Self generated funding,Receipts other  insurance claims (I11),4.45,52
202122,Financial year,National,England,E92000001,Special,Self generated funding,Income contributions visits etc (I12),1.44,17
202122,Financial year,National,England,E92000001,Special,Self generated funding,Donations and/or private funds (I13),7.61,89
202122,Financial year,National,England,E92000001,Special,Grant funding,Pupil focussed extended school funding (I15),0.73,9
202122,Financial year,National,England,E92000001,Special,Grant funding,Community focussed school funding (I16),1.01,12
202122,Financial year,National,England,E92000001,Special,Self generated funding,Community focused facilities income (I17),1.58,18
202122,Financial year,National,England,E92000001,Special,Grant funding,Coronavirus Job Retention Scheme (I18a),0.96,11
202122,Financial year,National,England,E92000001,Special,Grant funding,Exceptional costs grant COVID-19 (I18b),9.21,107
202122,Financial year,National,England,E92000001,Special,Grant funding,Income COVID-19 catch up package (I18c),19.3,225
202122,Financial year,National,England,E92000001,Special,Grant funding,Other additional grants (I18d),12.12,141
202122,Financial year,National,England,E92000001,Special,Grant funding,Total additional grant (I18 total),41.59,485
202122,Financial year,National,England,E92000001,Special,Capital funding,Capital income (CI01),10.14,118
202122,Financial year,National,England,E92000001,Special,Capital funding,Capital voluntary private income (CI03),1.08,13
202122,Financial year,National,England,E92000001,Special,Capital funding,Capital direct revenue financing(CI04),15.38,179
202122,Financial year,National,England,E92000001,Special,Total income,Total grant funding,2073.85,24194
202122,Financial year,National,England,E92000001,Special,Total income,Total direct grants,1051.05,12262
202122,Financial year,National,England,E92000001,Special,Total income,Total community grants,42.59,497
202122,Financial year,National,England,E92000001,Special,Total income,Total targetted grants,980.21,11435
202122,Financial year,National,England,E92000001,Special,Total income,Total self generated income,76.17,889
202122,Financial year,National,England,E92000001,Special,Total income,Total income,2133.51,24890
